economy,Country name,Indicator name,UNIT_MEASURE,UNIT_TYPE,Year,Value
WSM,Samoa,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,1999,0.0
BOL,Bolivia,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,1999,0.0
CRI,Costa Rica,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,1999,0.0
GUY,Guyana,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,1999,0.0
MLI,Mali,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,1999,0.0
ARG,Argentina,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,1999,6835595.0
DZA,Algeria,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,1999,7569975.0
HTI,Haiti,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,1999,1317538.0
LIE,Liechtenstein,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,1999,3575.0
LVA,Latvia,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,1999,385030.0
MAR,Morocco,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,1999,3971117.0
BGR,Bulgaria,"School life expectancy, primary, female (years)",SHARE,NUMBER,1999,4.095570087432861
GRC,Greece,"School life expectancy, primary, female (years)",SHARE,NUMBER,1999,5.999289989471436
IRQ,Iraq,"School life expectancy, primary, female (years)",SHARE,NUMBER,1999,5.029910087585449
MDG,Madagascar,"School life expectancy, primary, female (years)",SHARE,NUMBER,1999,4.772709846496582
BTN,Bhutan,"School age population, secondary education, female (number)",,,1999,37528.0
BTN,Bhutan,"School age population, tertiary education, male (number)",,,1999,27108.0
BIH,Bosnia and Herzegovina,"School age population, secondary education, female (number)",,,1999,276664.0
BWA,Botswana,"School age population, upper secondary education, both sexes (number)",,,1999,84040.0
CMR,Cameroon,"School age population, last grade of primary education, female (number)",,,1999,197734.0
CAF,Central African Republic,"School age population, primary education, both sexes (number)",,,1999,626107.0
CHN,China,"School age population, lower secondary education, both sexes (number)",,,1999,68568520.0
DMA,Dominica,"School age population, tertiary education, male (number)",,,1999,2730.0
EGY,"Egypt, Arab Rep","School age population, secondary education, female (number)",,,1999,4830921.0
FIN,Finland,"School age population, secondary education, female (number)",,,1999,193502.0
DEU,Germany,"School age population, lower secondary education, both sexes (number)",,,1999,5455915.0
GIN,Guinea,"School age population, last grade of primary education, female (number)",,,1999,97064.0
GNB,Guinea-Bissau,"School age population, last grade of primary education, female (number)",,,1999,15679.0
LBY,Libya,"School age population, secondary education, female (number)",,,1999,339082.0
LTU,Lithuania,"School age population, primary education, both sexes (number)",,,1999,215249.0
NZL,New Zealand,"School age population, primary education, both sexes (number)",,,1999,365394.0
NZL,New Zealand,"School age population, upper secondary education, both sexes (number)",,,1999,162776.0
OMN,Oman,"School age population, tertiary education, male (number)",,,1999,131488.0
PRT,Portugal,"School age population, lower secondary education, both sexes (number)",,,1999,370682.0
SOM,Somalia,"School age population, last grade of primary education, female (number)",,,1999,106338.0
ZAF,South Africa,"School age population, upper secondary education, both sexes (number)",,,1999,2990523.0
GUM,Guam,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2000,0.0
MOZ,Mozambique,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2000,0.0
NZL,New Zealand,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2000,0.0
WSM,Samoa,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2000,0.0
BOL,Bolivia,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2000,0.0
CRI,Costa Rica,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2000,0.0
GUY,Guyana,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2000,0.0
MLI,Mali,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2000,0.0
ARG,Argentina,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2000,6895121.0
DZA,Algeria,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2000,7506254.0
HTI,Haiti,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2000,1329000.0
LIE,Liechtenstein,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2000,3627.0
LVA,Latvia,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2000,369630.0
MAR,Morocco,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2000,5942572.0
BGR,Bulgaria,"School life expectancy, primary, female (years)",SHARE,NUMBER,2000,4.134469985961914
GRC,Greece,"School life expectancy, primary, female (years)",SHARE,NUMBER,2000,6.066549777984619
IRQ,Iraq,"School life expectancy, primary, female (years)",SHARE,NUMBER,2000,4.891250133514404
MDG,Madagascar,"School life expectancy, primary, female (years)",SHARE,NUMBER,2000,5.074699878692627
BTN,Bhutan,"School age population, secondary education, female (number)",,,2000,38781.0
BTN,Bhutan,"School age population, tertiary education, male (number)",,,2000,29179.0
BIH,Bosnia and Herzegovina,"School age population, secondary education, female (number)",,,2000,271742.0
BWA,Botswana,"School age population, upper secondary education, both sexes (number)",,,2000,85375.0
CMR,Cameroon,"School age population, last grade of primary education, female (number)",,,2000,202149.0
CAF,Central African Republic,"School age population, primary education, both sexes (number)",,,2000,640775.0
CHN,China,"School age population, lower secondary education, both sexes (number)",,,2000,72926280.0
DMA,Dominica,"School age population, tertiary education, male (number)",,,2000,2773.0
EGY,"Egypt, Arab Rep","School age population, secondary education, female (number)",,,2000,4938542.0
FIN,Finland,"School age population, secondary education, female (number)",,,2000,192382.0
DEU,Germany,"School age population, lower secondary education, both sexes (number)",,,2000,5597827.0
GIN,Guinea,"School age population, last grade of primary education, female (number)",,,2000,100744.0
GNB,Guinea-Bissau,"School age population, last grade of primary education, female (number)",,,2000,15795.0
LBY,Libya,"School age population, secondary education, female (number)",,,2000,343680.0
LTU,Lithuania,"School age population, primary education, both sexes (number)",,,2000,211530.0
MDA,Moldova,"School age population, upper secondary education, both sexes (number)",,,2000,140836.0
NZL,New Zealand,"School age population, primary education, both sexes (number)",,,2000,364020.0
NZL,New Zealand,"School age population, upper secondary education, both sexes (number)",,,2000,164450.0
OMN,Oman,"School age population, tertiary education, male (number)",,,2000,131764.0
PRT,Portugal,"School age population, lower secondary education, both sexes (number)",,,2000,356654.0
SOM,Somalia,"School age population, last grade of primary education, female (number)",,,2000,108541.0
ZAF,South Africa,"School age population, upper secondary education, both sexes (number)",,,2000,3087538.0
GUM,Guam,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2001,0.0
MOZ,Mozambique,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2001,0.0
NZL,New Zealand,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2001,0.0
WSM,Samoa,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2001,0.0
BOL,Bolivia,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2001,0.0
CRI,Costa Rica,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2001,0.0
GUY,Guyana,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2001,0.0
MLI,Mali,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2001,0.0
ARG,Argentina,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2001,6946631.0
DZA,Algeria,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2001,7419251.0
HTI,Haiti,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2001,1337689.0
LIE,Liechtenstein,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2001,3644.0
LVA,Latvia,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2001,350879.0
MAR,Morocco,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2001,5914844.0
BGR,Bulgaria,"School life expectancy, primary, female (years)",SHARE,NUMBER,2001,4.148839950561523
GRC,Greece,"School life expectancy, primary, female (years)",SHARE,NUMBER,2001,6.043230056762695
MDG,Madagascar,"School life expectancy, primary, female (years)",SHARE,NUMBER,2001,5.101880073547363
BTN,Bhutan,"School age population, secondary education, female (number)",,,2001,40166.0
BTN,Bhutan,"School age population, tertiary education, male (number)",,,2001,31452.0
BIH,Bosnia and Herzegovina,"School age population, secondary education, female (number)",,,2001,264630.0
BWA,Botswana,"School age population, upper secondary education, both sexes (number)",,,2001,86634.0
CMR,Cameroon,"School age population, last grade of primary education, female (number)",,,2001,206527.0
CAF,Central African Republic,"School age population, primary education, both sexes (number)",,,2001,655954.0
CHN,China,"School age population, lower secondary education, both sexes (number)",,,2001,74977352.0
DMA,Dominica,"School age population, tertiary education, male (number)",,,2001,2849.0
EGY,"Egypt, Arab Rep","School age population, secondary education, female (number)",,,2001,5012362.0
FIN,Finland,"School age population, secondary education, female (number)",,,2001,190491.0
DEU,Germany,"School age population, lower secondary education, both sexes (number)",,,2001,5665067.0
GIN,Guinea,"School age population, last grade of primary education, female (number)",,,2001,104209.0
GNB,Guinea-Bissau,"School age population, last grade of primary education, female (number)",,,2001,15918.0
LBY,Libya,"School age population, secondary education, female (number)",,,2001,354095.0
LTU,Lithuania,"School age population, primary education, both sexes (number)",,,2001,205189.0
MDA,Moldova,"School age population, upper secondary education, both sexes (number)",,,2001,146506.0
NZL,New Zealand,"School age population, primary education, both sexes (number)",,,2001,358460.0
NZL,New Zealand,"School age population, upper secondary education, both sexes (number)",,,2001,167240.0
OMN,Oman,"School age population, tertiary education, male (number)",,,2001,136187.0
PRT,Portugal,"School age population, lower secondary education, both sexes (number)",,,2001,351932.0
SOM,Somalia,"School age population, last grade of primary education, female (number)",,,2001,108063.0
ZAF,South Africa,"School age population, upper secondary education, both sexes (number)",,,2001,3180229.0
GUM,Guam,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2002,0.0
MOZ,Mozambique,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2002,0.0
NZL,New Zealand,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2002,0.0
WSM,Samoa,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2002,0.0
BOL,Bolivia,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2002,0.0
CRI,Costa Rica,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2002,0.0
GUY,Guyana,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2002,0.0
MLI,Mali,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2002,0.0
ARG,Argentina,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2002,6985331.0
DZA,Algeria,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2002,7302486.0
HTI,Haiti,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2002,1343535.0
LIE,Liechtenstein,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2002,3751.0
LVA,Latvia,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2002,330861.0
MAR,Morocco,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2002,5878893.0
BGR,Bulgaria,"School life expectancy, primary, female (years)",SHARE,NUMBER,2002,4.326429843902588
GRC,Greece,"School life expectancy, primary, female (years)",SHARE,NUMBER,2002,6.131820201873779
MDG,Madagascar,"School life expectancy, primary, female (years)",SHARE,NUMBER,2002,5.126639842987061
BTN,Bhutan,"School age population, secondary education, female (number)",,,2002,41737.0
BTN,Bhutan,"School age population, tertiary education, male (number)",,,2002,33828.0
BIH,Bosnia and Herzegovina,"School age population, secondary education, female (number)",,,2002,256768.0
BWA,Botswana,"School age population, upper secondary education, both sexes (number)",,,2002,88076.0
CMR,Cameroon,"School age population, last grade of primary education, female (number)",,,2002,211433.0
CAF,Central African Republic,"School age population, primary education, both sexes (number)",,,2002,666703.0
CHN,China,"School age population, lower secondary education, both sexes (number)",,,2002,75979296.0
DMA,Dominica,"School age population, tertiary education, male (number)",,,2002,2977.0
EGY,"Egypt, Arab Rep","School age population, secondary education, female (number)",,,2002,5057997.0
FIN,Finland,"School age population, secondary education, female (number)",,,2002,189516.0
DEU,Germany,"School age population, lower secondary education, both sexes (number)",,,2002,5648920.0
GIN,Guinea,"School age population, last grade of primary education, female (number)",,,2002,107458.0
GNB,Guinea-Bissau,"School age population, last grade of primary education, female (number)",,,2002,16058.0
LBY,Libya,"School age population, secondary education, female (number)",,,2002,362450.0
LTU,Lithuania,"School age population, primary education, both sexes (number)",,,2002,191518.0
MDA,Moldova,"School age population, upper secondary education, both sexes (number)",,,2002,145491.0
NZL,New Zealand,"School age population, primary education, both sexes (number)",,,2002,356180.0
NZL,New Zealand,"School age population, upper secondary education, both sexes (number)",,,2002,171830.0
OMN,Oman,"School age population, tertiary education, male (number)",,,2002,137842.0
PRT,Portugal,"School age population, lower secondary education, both sexes (number)",,,2002,345579.0
SOM,Somalia,"School age population, last grade of primary education, female (number)",,,2002,103841.0
ZAF,South Africa,"School age population, upper secondary education, both sexes (number)",,,2002,3264966.0
GUM,Guam,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2003,0.0
MOZ,Mozambique,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2003,0.0
NZL,New Zealand,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2003,0.0
WSM,Samoa,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2003,0.0
BOL,Bolivia,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2003,0.0
CRI,Costa Rica,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2003,0.0
GUY,Guyana,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2003,0.0
MLI,Mali,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2003,0.0
ARG,Argentina,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2003,7011393.0
DZA,Algeria,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2003,7164152.0
HTI,Haiti,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2003,1347769.0
LIE,Liechtenstein,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2003,3772.0
LVA,Latvia,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2003,310643.0
MAR,Morocco,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2003,5843024.0
BGR,Bulgaria,"School life expectancy, primary, female (years)",SHARE,NUMBER,2003,4.399370193481445
GRC,Greece,"School life expectancy, primary, female (years)",SHARE,NUMBER,2003,6.139790058135986
IRQ,Iraq,"School life expectancy, primary, female (years)",SHARE,NUMBER,2003,5.296559810638428
MDG,Madagascar,"School life expectancy, primary, female (years)",SHARE,NUMBER,2003,5.850419998168945
BTN,Bhutan,"School age population, secondary education, female (number)",,,2003,43506.0
BTN,Bhutan,"School age population, tertiary education, male (number)",,,2003,36182.0
BIH,Bosnia and Herzegovina,"School age population, secondary education, female (number)",,,2003,247206.0
BWA,Botswana,"School age population, upper secondary education, both sexes (number)",,,2003,89415.0
CMR,Cameroon,"School age population, last grade of primary education, female (number)",,,2003,216098.0
CAF,Central African Republic,"School age population, primary education, both sexes (number)",,,2003,683358.0
CHN,China,"School age population, lower secondary education, both sexes (number)",,,2003,76546072.0
DMA,Dominica,"School age population, tertiary education, male (number)",,,2003,3084.0
EGY,"Egypt, Arab Rep","School age population, secondary education, female (number)",,,2003,5074674.0
FIN,Finland,"School age population, secondary education, female (number)",,,2003,187933.0
DEU,Germany,"School age population, lower secondary education, both sexes (number)",,,2003,5564637.0
GIN,Guinea,"School age population, last grade of primary education, female (number)",,,2003,110788.0
GNB,Guinea-Bissau,"School age population, last grade of primary education, female (number)",,,2003,15919.0
LBY,Libya,"School age population, secondary education, female (number)",,,2003,367572.0
LTU,Lithuania,"School age population, primary education, both sexes (number)",,,2003,178260.0
MDA,Moldova,"School age population, upper secondary education, both sexes (number)",,,2003,148562.0
NZL,New Zealand,"School age population, primary education, both sexes (number)",,,2003,356610.0
NZL,New Zealand,"School age population, upper secondary education, both sexes (number)",,,2003,177410.0
OMN,Oman,"School age population, tertiary education, male (number)",,,2003,131486.0
PRT,Portugal,"School age population, lower secondary education, both sexes (number)",,,2003,344634.0
SOM,Somalia,"School age population, last grade of primary education, female (number)",,,2003,104356.0
ZAF,South Africa,"School age population, upper secondary education, both sexes (number)",,,2003,3392718.0
GUM,Guam,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2004,0.0
MOZ,Mozambique,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2004,0.0
NZL,New Zealand,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2004,0.0
WSM,Samoa,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2004,0.0
BOL,Bolivia,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2004,0.0
CRI,Costa Rica,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2004,0.0
GUY,Guyana,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2004,0.0
MLI,Mali,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2004,0.0
ARG,Argentina,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2004,7031720.0
DZA,Algeria,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2004,7010763.0
HTI,Haiti,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2004,1355238.0
LIE,Liechtenstein,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2004,3806.0
LVA,Latvia,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2004,289901.0
MAR,Morocco,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2004,5816589.0
BGR,Bulgaria,"School life expectancy, primary, female (years)",SHARE,NUMBER,2004,4.408349990844727
GRC,Greece,"School life expectancy, primary, female (years)",SHARE,NUMBER,2004,6.164649963378906
IRQ,Iraq,"School life expectancy, primary, female (years)",SHARE,NUMBER,2004,5.21382999420166
MDG,Madagascar,"School life expectancy, primary, female (years)",SHARE,NUMBER,2004,6.63824987411499
BTN,Bhutan,"School age population, secondary education, female (number)",,,2004,45231.0
BTN,Bhutan,"School age population, tertiary education, male (number)",,,2004,38402.0
BIH,Bosnia and Herzegovina,"School age population, secondary education, female (number)",,,2004,234905.0
BWA,Botswana,"School age population, upper secondary education, both sexes (number)",,,2004,90094.0
CMR,Cameroon,"School age population, last grade of primary education, female (number)",,,2004,220216.0
CAF,Central African Republic,"School age population, primary education, both sexes (number)",,,2004,698366.0
CHN,China,"School age population, lower secondary education, both sexes (number)",,,2004,73156640.0
DMA,Dominica,"School age population, tertiary education, male (number)",,,2004,3106.0
EGY,"Egypt, Arab Rep","School age population, secondary education, female (number)",,,2004,5089039.0
FIN,Finland,"School age population, secondary education, female (number)",,,2004,187944.0
DEU,Germany,"School age population, lower secondary education, both sexes (number)",,,2004,5434946.0
GIN,Guinea,"School age population, last grade of primary education, female (number)",,,2004,114736.0
GNB,Guinea-Bissau,"School age population, last grade of primary education, female (number)",,,2004,16136.0
LBY,Libya,"School age population, secondary education, female (number)",,,2004,369738.0
LTU,Lithuania,"School age population, primary education, both sexes (number)",,,2004,163716.0
MDA,Moldova,"School age population, upper secondary education, both sexes (number)",,,2004,147658.0
NZL,New Zealand,"School age population, primary education, both sexes (number)",,,2004,354240.0
NZL,New Zealand,"School age population, upper secondary education, both sexes (number)",,,2004,181970.0
OMN,Oman,"School age population, tertiary education, male (number)",,,2004,140430.0
PRT,Portugal,"School age population, lower secondary education, both sexes (number)",,,2004,345035.0
SOM,Somalia,"School age population, last grade of primary education, female (number)",,,2004,120329.0
ZAF,South Africa,"School age population, upper secondary education, both sexes (number)",,,2004,3523742.0
GUM,Guam,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2005,0.0
MOZ,Mozambique,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2005,0.0
NZL,New Zealand,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2005,0.0
WSM,Samoa,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2005,0.0
BOL,Bolivia,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2005,0.0
CRI,Costa Rica,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2005,0.0
GUY,Guyana,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2005,0.0
MLI,Mali,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2005,0.0
ARG,Argentina,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2005,7052849.0
DZA,Algeria,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2005,6818861.0
HTI,Haiti,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2005,1361751.0
LIE,Liechtenstein,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2005,3764.0
LVA,Latvia,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2005,271133.0
MAR,Morocco,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2005,5777149.0
BGR,Bulgaria,"School life expectancy, primary, female (years)",SHARE,NUMBER,2005,4.366980075836182
GRC,Greece,"School life expectancy, primary, female (years)",SHARE,NUMBER,2005,6.125669956207275
MDG,Madagascar,"School life expectancy, primary, female (years)",SHARE,NUMBER,2005,6.878369808197021
BTN,Bhutan,"School age population, secondary education, female (number)",,,2005,46756.0
BTN,Bhutan,"School age population, tertiary education, male (number)",,,2005,40365.0
BIH,Bosnia and Herzegovina,"School age population, secondary education, female (number)",,,2005,221353.0
BWA,Botswana,"School age population, upper secondary education, both sexes (number)",,,2005,90035.0
CMR,Cameroon,"School age population, last grade of primary education, female (number)",,,2005,223992.0
CAF,Central African Republic,"School age population, primary education, both sexes (number)",,,2005,714102.0
CHN,China,"School age population, lower secondary education, both sexes (number)",,,2005,67494864.0
DMA,Dominica,"School age population, tertiary education, male (number)",,,2005,3067.0
EGY,"Egypt, Arab Rep","School age population, secondary education, female (number)",,,2005,5087599.0
FIN,Finland,"School age population, secondary education, female (number)",,,2005,189196.0
DEU,Germany,"School age population, lower secondary education, both sexes (number)",,,2005,5248500.0
GIN,Guinea,"School age population, last grade of primary education, female (number)",,,2005,118344.0
GNB,Guinea-Bissau,"School age population, last grade of primary education, female (number)",,,2005,16617.0
LBY,Libya,"School age population, secondary education, female (number)",,,2005,370559.0
LTU,Lithuania,"School age population, primary education, both sexes (number)",,,2005,153732.0
MDA,Moldova,"School age population, upper secondary education, both sexes (number)",,,2005,144418.0
NZL,New Zealand,"School age population, primary education, both sexes (number)",,,2005,353450.0
NZL,New Zealand,"School age population, upper secondary education, both sexes (number)",,,2005,187610.0
OMN,Oman,"School age population, tertiary education, male (number)",,,2005,147601.0
PRT,Portugal,"School age population, lower secondary education, both sexes (number)",,,2005,346034.0
SOM,Somalia,"School age population, last grade of primary education, female (number)",,,2005,136555.0
ZAF,South Africa,"School age population, upper secondary education, both sexes (number)",,,2005,3615317.0
GUM,Guam,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2006,0.0
MOZ,Mozambique,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2006,0.0
NZL,New Zealand,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2006,0.0
WSM,Samoa,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2006,0.0
BOL,Bolivia,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2006,0.0
CRI,Costa Rica,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2006,0.0
GUY,Guyana,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2006,0.0
MLI,Mali,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2006,0.0
ARG,Argentina,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2006,9105161.0
DZA,Algeria,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2006,6631497.0
HTI,Haiti,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2006,1370351.0
LIE,Liechtenstein,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2006,3761.0
LVA,Latvia,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2006,255338.0
MAR,Morocco,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2006,5720432.0
BGR,Bulgaria,"School life expectancy, primary, female (years)",SHARE,NUMBER,2006,4.275579929351807
GRC,Greece,"School life expectancy, primary, female (years)",SHARE,NUMBER,2006,6.08420991897583
MDG,Madagascar,"School life expectancy, primary, female (years)",SHARE,NUMBER,2006,6.871039867401123
BTN,Bhutan,"School age population, secondary education, female (number)",,,2006,47456.0
BTN,Bhutan,"School age population, tertiary education, male (number)",,,2006,41029.0
BIH,Bosnia and Herzegovina,"School age population, secondary education, female (number)",,,2006,209710.0
BWA,Botswana,"School age population, upper secondary education, both sexes (number)",,,2006,89687.0
CMR,Cameroon,"School age population, last grade of primary education, female (number)",,,2006,227901.0
CAF,Central African Republic,"School age population, primary education, both sexes (number)",,,2006,730891.0
CHN,China,"School age population, lower secondary education, both sexes (number)",,,2006,60023300.0
DMA,Dominica,"School age population, tertiary education, male (number)",,,2006,3014.0
EGY,"Egypt, Arab Rep","School age population, secondary education, female (number)",,,2006,5080648.0
FIN,Finland,"School age population, secondary education, female (number)",,,2006,191953.0
DEU,Germany,"School age population, lower secondary education, both sexes (number)",,,2006,5075862.0
GIN,Guinea,"School age population, last grade of primary education, female (number)",,,2006,121501.0
GNB,Guinea-Bissau,"School age population, last grade of primary education, female (number)",,,2006,17044.0
LBY,Libya,"School age population, secondary education, female (number)",,,2006,370201.0
LTU,Lithuania,"School age population, primary education, both sexes (number)",,,2006,147431.0
MDA,Moldova,"School age population, upper secondary education, both sexes (number)",,,2006,139195.0
NZL,New Zealand,"School age population, primary education, both sexes (number)",,,2006,352230.0
NZL,New Zealand,"School age population, upper secondary education, both sexes (number)",,,2006,192920.0
OMN,Oman,"School age population, tertiary education, male (number)",,,2006,151754.0
PRT,Portugal,"School age population, lower secondary education, both sexes (number)",,,2006,344690.0
SOM,Somalia,"School age population, last grade of primary education, female (number)",,,2006,141584.0
ZAF,South Africa,"School age population, upper secondary education, both sexes (number)",,,2006,3626770.0
GUM,Guam,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2007,0.0
MOZ,Mozambique,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2007,0.0
NZL,New Zealand,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2007,0.0
WSM,Samoa,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2007,0.0
BOL,Bolivia,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2007,0.0
