INDICATOR,name,SEX,URBANIZATION,AGE,COMP_BREAKDOWN_1,INDICATOR_ROOT,UNIT_MEASURE,UNIT_TYPE,INDICATOR_ROOT_NAME,economy,Country name,Indicator name,Region,Income group,Lending category,is_valid,Year,Value
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,GRD,Grenada,Learning-Adjusted Years of School,Latin America & Caribbean,Upper middle income,Blend,true,2020,8.273588180541992
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,GUY,Guyana,"Learning-Adjusted Years of School, Male",Latin America & Caribbean,High income,IDA,true,2020,6.542747497558594
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,HND,Honduras,"Harmonized Test Scores, Male",Latin America & Caribbean,Lower middle income,IDA,true,2020,400.6841430664063
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,HND,Honduras,"Learning-Adjusted Years of School, Female",Latin America & Caribbean,Lower middle income,IDA,true,2020,6.267616748809814
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,HRV,Croatia,"Harmonized Test Scores, Female",Europe & Central Asia,High income,IBRD,true,2020,492.2142333984375
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,IND,India,"Learning-Adjusted Years of School, Male",South Asia,Lower middle income,IBRD,true,2020,7.05066442489624
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,IRL,Ireland,"Learning-Adjusted Years of School, Female",Europe & Central Asia,High income,,true,2020,11.6797342300415
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,ITA,Italy,"Harmonized Test Scores, Female",Europe & Central Asia,High income,,true,2020,493.8516235351563
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,ITA,Italy,Learning-Adjusted Years of School,Europe & Central Asia,High income,,true,2020,10.45187854766846
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,ITA,Italy,"Learning-Adjusted Years of School, Male",Europe & Central Asia,High income,,true,2020,10.38499736785889
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,JOR,Jordan,"Harmonized Test Scores, Male","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,true,2020,414.9617309570313
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,JOR,Jordan,"Learning-Adjusted Years of School, Male","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,true,2020,7.240819931030273
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,KAZ,Kazakhstan,"Harmonized Test Scores, Male",Europe & Central Asia,Upper middle income,IBRD,true,2020,410.7625122070313
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,KAZ,Kazakhstan,"Learning-Adjusted Years of School, Male",Europe & Central Asia,Upper middle income,IBRD,true,2020,8.932389259338379
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,KNA,St. Kitts and Nevis,"Harmonized Test Scores, Female",Latin America & Caribbean,High income,IBRD,true,2020,415.24755859375
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,KOR,"Korea, Rep.","Harmonized Test Scores, Female",East Asia & Pacific,High income,,true,2020,539.8439331054688
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,LTU,Lithuania,"Harmonized Test Scores, Female",Europe & Central Asia,High income,,true,2020,504.0040588378906
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,LVA,Latvia,"Harmonized Test Scores, Female",Europe & Central Asia,High income,,true,2020,509.5335998535156
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,LVA,Latvia,"Learning-Adjusted Years of School, Male",Europe & Central Asia,High income,,true,2020,10.77638149261475
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,MAR,Morocco,"Learning-Adjusted Years of School, Male","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,true,2020,6.150450706481934
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,MDA,Moldova,"Harmonized Test Scores, Female",Europe & Central Asia,Upper middle income,IBRD,true,2020,447.8305053710938
UIS.SF.C.26548,,,,,,,,,,MLI,Mali,"Asia: Students from Malaysia, both sexes (number)",Sub-Saharan Africa,Low income,IDA,true,2015,0.0
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,MNE,Montenegro,"Harmonized Test Scores, Male",Europe & Central Asia,Upper middle income,IBRD,true,2020,431.9278869628906
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,MNG,Mongolia,Learning-Adjusted Years of School,East Asia & Pacific,Upper middle income,IBRD,true,2020,9.153257369995115
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,MUS,Mauritius,Learning-Adjusted Years of School,Sub-Saharan Africa,Upper middle income,IBRD,true,2020,9.40572452545166
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,MWI,Malawi,"Harmonized Test Scores, Male",Sub-Saharan Africa,Low income,IDA,true,2010,333.6429443359375
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,MWI,Malawi,"Learning-Adjusted Years of School, Female",Sub-Saharan Africa,Low income,IDA,true,2010,5.160850524902344
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,NPL,Nepal,Harmonized Test Scores,South Asia,Lower middle income,IDA,true,2020,368.5575866699219
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,NZL,New Zealand,"Learning-Adjusted Years of School, Female",East Asia & Pacific,High income,,true,2020,11.52480316162109
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,PAN,Panama,Harmonized Test Scores,Latin America & Caribbean,High income,IBRD,true,2020,376.8646850585938
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,PER,Peru,Learning-Adjusted Years of School,Latin America & Caribbean,Upper middle income,IBRD,true,2020,8.632246971130371
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,PHL,Philippines,Harmonized Test Scores,East Asia & Pacific,Lower middle income,IBRD,true,2020,361.64599609375
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,PLW,Palau,Harmonized Test Scores,East Asia & Pacific,High income,IBRD,true,2020,463.2114562988281
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,POL,Poland,"Learning-Adjusted Years of School, Female",Europe & Central Asia,High income,IBRD,true,2020,11.52507972717285
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,PSE,West Bank and Gaza,"Harmonized Test Scores, Male","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,true,2020,399.3724060058594
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,QAT,Qatar,Harmonized Test Scores,"Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2020,427.4778442382813
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,QAT,Qatar,"Learning-Adjusted Years of School, Male","Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2020,8.25507640838623
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,ROU,Romania,Harmonized Test Scores,Europe & Central Asia,High income,IBRD,true,2020,442.1617431640625
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,SAU,Saudi Arabia,Harmonized Test Scores,"Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2020,398.9689331054688
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,SAU,Saudi Arabia,"Harmonized Test Scores, Female","Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2020,415.8609619140625
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,SGP,Singapore,"Harmonized Test Scores, Male",East Asia & Pacific,High income,,true,2020,572.7935791015625
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,SLE,Sierra Leone,"Harmonized Test Scores, Female",Sub-Saharan Africa,Low income,IDA,true,2020,313.9417724609375
UIS.SF.C.26548,,,,,,,,,,SLV,El Salvador,"Asia: Students from Malaysia, both sexes (number)",Latin America & Caribbean,Upper middle income,IBRD,true,2020,0.0
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,SVK,Slovak Republic,"Harmonized Test Scores, Male",Europe & Central Asia,High income,,true,2020,479.3838806152344
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,SWZ,Eswatini,"Harmonized Test Scores, Male",Sub-Saharan Africa,Lower middle income,Blend,true,2010,418.0049438476563
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,SYC,Seychelles,"Learning-Adjusted Years of School, Female",Sub-Saharan Africa,High income,IBRD,true,2010,8.295684814453125
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,TCD,Chad,"Learning-Adjusted Years of School, Male",Sub-Saharan Africa,Low income,IDA,true,2020,3.36577033996582
UIS.SF.C.26548,,,,,,,,,,TGO,Togo,"Asia: Students from Malaysia, both sexes (number)",Sub-Saharan Africa,Low income,IDA,true,2021,0.0
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,TUV,Tuvalu,"Harmonized Test Scores, Male",East Asia & Pacific,Upper middle income,IDA,true,2020,332.2262878417969
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,TUV,Tuvalu,"Learning-Adjusted Years of School, Female",East Asia & Pacific,Upper middle income,IDA,true,2020,6.385745525360107
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,UGA,Uganda,Harmonized Test Scores,Sub-Saharan Africa,Low income,IDA,true,2020,397.15966796875
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,UKR,Ukraine,Learning-Adjusted Years of School,Europe & Central Asia,Upper middle income,IBRD,true,2020,9.874515533447266
UIS.SF.C.26548,,,,,,,,,,UZB,Uzbekistan,"Asia: Students from Malaysia, both sexes (number)",Europe & Central Asia,Lower middle income,Blend,true,2022,1.0
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,XKX,Kosovo,"Learning-Adjusted Years of School, Female",Europe & Central Asia,Upper middle income,IDA,true,2020,7.966907024383545
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,YEM,"Yemen, Rep.","Learning-Adjusted Years of School, Male","Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA,true,2020,4.523342132568359
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,ZAF,South Africa,"Harmonized Test Scores, Male",Sub-Saharan Africa,Upper middle income,IBRD,true,2020,327.7851867675781
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,AGO,Angola,"Learning-Adjusted Years of School, Female",Sub-Saharan Africa,Lower middle income,IBRD,true,2020,3.625588417053223
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,ALB,Albania,"Learning-Adjusted Years of School, Female",Europe & Central Asia,Upper middle income,IBRD,true,2020,9.432853698730469
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,ARE,United Arab Emirates,"Learning-Adjusted Years of School, Male","Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2020,9.488609313964844
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,AUT,Austria,"Learning-Adjusted Years of School, Female",Europe & Central Asia,High income,,true,2020,10.98102474212646
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,AZE,Azerbaijan,"Harmonized Test Scores, Female",Europe & Central Asia,Upper middle income,IBRD,true,2020,419.9551086425781
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,AZE,Azerbaijan,Learning-Adjusted Years of School,Europe & Central Asia,Upper middle income,IBRD,true,2020,8.281513214111328
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,BGD,Bangladesh,"Learning-Adjusted Years of School, Female",South Asia,Lower middle income,IDA,true,2020,6.232089519500732
UIS.SF.C.26548,,,,,,,,,,BLZ,Belize,"Asia: Students from Malaysia, both sexes (number)",Latin America & Caribbean,Upper middle income,Blend,true,2022,0.0
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,BRA,Brazil,"Harmonized Test Scores, Female",Latin America & Caribbean,Upper middle income,IBRD,true,2020,416.2886047363281
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,BWA,Botswana,"Harmonized Test Scores, Male",Sub-Saharan Africa,Upper middle income,IBRD,true,2020,380.8065490722656
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,CAN,Canada,"Learning-Adjusted Years of School, Male",North America,High income,,true,2020,11.63582420349121
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,CHL,Chile,"Learning-Adjusted Years of School, Female",Latin America & Caribbean,High income,IBRD,true,2020,9.474976539611816
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,CMR,Cameroon,Learning-Adjusted Years of School,Sub-Saharan Africa,Lower middle income,Blend,true,2020,5.286874294281006
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,COG,"Congo, Rep.",Learning-Adjusted Years of School,Sub-Saharan Africa,Lower middle income,Blend,true,2020,5.285116672515869
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,COL,Colombia,Harmonized Test Scores,Latin America & Caribbean,Upper middle income,IBRD,true,2020,419.0275268554688
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,COM,Comoros,"Harmonized Test Scores, Male",Sub-Saharan Africa,Lower middle income,IDA,true,2020,399.833984375
UIS.SF.C.26548,,,,,,,,,,CPV,Cabo Verde,"Asia: Students from Malaysia, both sexes (number)",Sub-Saharan Africa,Upper middle income,Blend,true,2018,0.0
UIS.SF.C.26548,,,,,,,,,,CRI,Costa Rica,"Asia: Students from Malaysia, both sexes (number)",Latin America & Caribbean,High income,IBRD,true,2020,0.0
UIS.SF.C.26548,,,,,,,,,,CZE,Czechia,"Asia: Students from Malaysia, both sexes (number)",Europe & Central Asia,High income,,true,2021,21.0
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,DMA,Dominica,Harmonized Test Scores,Latin America & Caribbean,Upper middle income,Blend,true,2020,403.7832336425781
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,DMA,Dominica,"Harmonized Test Scores, Female",Latin America & Caribbean,Upper middle income,Blend,true,2020,416.099609375
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,DNK,Denmark,Harmonized Test Scores,Europe & Central Asia,High income,,true,2020,517.8778076171875
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,DNK,Denmark,"Learning-Adjusted Years of School, Female",Europe & Central Asia,High income,,true,2020,11.26157855987549
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,DZA,Algeria,Harmonized Test Scores,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,IBRD,true,2020,374.0890808105469
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,GHA,Ghana,"Harmonized Test Scores, Male",Sub-Saharan Africa,Lower middle income,IDA,true,2020,308.3993225097656
UIS.SF.C.26548,,,,,,,,,,GIN,Guinea,"Asia: Students from Malaysia, both sexes (number)",Sub-Saharan Africa,Lower middle income,IDA,true,2017,0.0
UIS.SF.C.26548,,,,,,,,,,GRD,Grenada,"Asia: Students from Malaysia, both sexes (number)",Latin America & Caribbean,Upper middle income,Blend,true,2018,4.0
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,GTM,Guatemala,"Harmonized Test Scores, Male",Latin America & Caribbean,Upper middle income,IBRD,true,2020,402.3792114257813
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,GTM,Guatemala,"Learning-Adjusted Years of School, Female",Latin America & Caribbean,Upper middle income,IBRD,true,2020,6.32996129989624
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,GTM,Guatemala,"Learning-Adjusted Years of School, Male",Latin America & Caribbean,Upper middle income,IBRD,true,2020,6.266287803649902
UIS.SF.C.26548,,,,,,,,,,HND,Honduras,"Asia: Students from Malaysia, both sexes (number)",Latin America & Caribbean,Lower middle income,IDA,true,2019,0.0
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,IRL,Ireland,Harmonized Test Scores,Europe & Central Asia,High income,,true,2020,521.3285522460938
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,ISR,Israel,Learning-Adjusted Years of School,"Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2020,10.58650875091553
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,JOR,Jordan,Harmonized Test Scores,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,true,2020,429.9540710449219
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,KAZ,Kazakhstan,"Learning-Adjusted Years of School, Female",Europe & Central Asia,Upper middle income,IBRD,true,2020,9.331801414489746
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,KEN,Kenya,"Harmonized Test Scores, Female",Sub-Saharan Africa,Lower middle income,Blend,true,2010,426.5360107421875
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,KIR,Kiribati,Learning-Adjusted Years of School,East Asia & Pacific,Lower middle income,IDA,true,2020,7.381945133209229
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,KWT,Kuwait,Learning-Adjusted Years of School,"Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2020,7.382033824920654
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,LCA,St. Lucia,Harmonized Test Scores,Latin America & Caribbean,Upper middle income,Blend,true,2020,417.7606506347656
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,LCA,St. Lucia,Learning-Adjusted Years of School,Latin America & Caribbean,Upper middle income,Blend,true,2020,8.480329513549805
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,LSO,Lesotho,"Harmonized Test Scores, Male",Sub-Saharan Africa,Lower middle income,IDA,true,2010,363.7777709960938
UIS.SF.C.26548,,,,,,,,,,LSO,Lesotho,"Asia: Students from Malaysia, both sexes (number)",Sub-Saharan Africa,Lower middle income,IDA,true,2018,0.0
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,LTU,Lithuania,"Learning-Adjusted Years of School, Male",Europe & Central Asia,High income,,true,2020,10.76166725158691
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,LUX,Luxembourg,"Harmonized Test Scores, Female",Europe & Central Asia,High income,,true,2020,497.2763061523438
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,MDG,Madagascar,Harmonized Test Scores,Sub-Saharan Africa,Low income,IDA,true,2020,350.7733154296875
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,MDG,Madagascar,"Harmonized Test Scores, Female",Sub-Saharan Africa,Low income,IDA,true,2020,351.7545776367188
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,MHL,Marshall Islands,"Harmonized Test Scores, Male",East Asia & Pacific,Upper middle income,IDA,true,2020,368.2066650390625
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,MLI,Mali,"Harmonized Test Scores, Male",Sub-Saharan Africa,Low income,IDA,true,2020,307.3067321777344
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,MMR,Myanmar,"Learning-Adjusted Years of School, Male",East Asia & Pacific,Lower middle income,IDA,true,2020,6.65020751953125
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,MNE,Montenegro,"Harmonized Test Scores, Female",Europe & Central Asia,Upper middle income,IBRD,true,2020,440.7054748535156
UIS.SF.C.26548,,,,,,,,,,MNG,Mongolia,"Asia: Students from Malaysia, both sexes (number)",East Asia & Pacific,Upper middle income,IBRD,true,2023,0.0
UIS.SF.C.26548,,,,,,,,,,MYS,Malaysia,"Asia: Students from Malaysia, both sexes (number)",East Asia & Pacific,Upper middle income,IBRD,true,2022,0.0
