INDICATOR,name,SEX,URBANIZATION,AGE,COMP_BREAKDOWN_1,INDICATOR_ROOT,UNIT_MEASURE,UNIT_TYPE,INDICATOR_ROOT_NAME,economy,Country name,Indicator name,Region,Income group,Lending category,is_valid,Year,Value
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,LUX,Luxembourg,Harmonized Test Scores,Europe & Central Asia,High income,,true,2020,492.8478393554688
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,MHL,Marshall Islands,Harmonized Test Scores,East Asia & Pacific,Upper middle income,IDA,true,2020,375.0296936035156
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,MKD,North Macedonia,"Harmonized Test Scores, Female",Europe & Central Asia,Upper middle income,IBRD,true,2020,427.4854125976563
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,MLI,Mali,"Learning-Adjusted Years of School, Male",Sub-Saharan Africa,Low income,IDA,true,2020,2.741631984710693
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,MMR,Myanmar,"Harmonized Test Scores, Male",East Asia & Pacific,Lower middle income,IDA,true,2020,418.2120971679688
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,MUS,Mauritius,"Learning-Adjusted Years of School, Male",Sub-Saharan Africa,Upper middle income,IBRD,true,2010,9.067949295043944
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,NAM,Namibia,Harmonized Test Scores,Sub-Saharan Africa,Lower middle income,IBRD,true,2020,406.661865234375
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,NER,Niger,Harmonized Test Scores,Sub-Saharan Africa,Low income,IDA,true,2020,304.9222412109375
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,NRU,Nauru,"Harmonized Test Scores, Female",East Asia & Pacific,High income,IBRD,true,2020,367.8584899902344
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,NRU,Nauru,"Learning-Adjusted Years of School, Male",East Asia & Pacific,High income,IBRD,true,2020,6.092679500579834
UIS.SF.C.26548,,,,,,,,,,NZL,New Zealand,"Asia: Students from Malaysia, both sexes (number)",East Asia & Pacific,High income,,true,2021,776.5
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,PAK,Pakistan,Harmonized Test Scores,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Blend,true,2020,338.6565551757813
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,PHL,Philippines,"Harmonized Test Scores, Female",East Asia & Pacific,Lower middle income,IBRD,true,2020,368.3229675292969
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,PNG,Papua New Guinea,"Harmonized Test Scores, Female",East Asia & Pacific,Lower middle income,Blend,true,2020,366.5190124511719
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,PNG,Papua New Guinea,"Learning-Adjusted Years of School, Male",East Asia & Pacific,Lower middle income,Blend,true,2020,6.197800636291504
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,POL,Poland,Learning-Adjusted Years of School,Europe & Central Asia,High income,IBRD,true,2020,11.37418270111084
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,POL,Poland,"Learning-Adjusted Years of School, Male",Europe & Central Asia,High income,IBRD,true,2020,11.22630786895752
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,PSE,West Bank and Gaza,"Learning-Adjusted Years of School, Female","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,true,2020,8.503148078918457
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,SEN,Senegal,"Learning-Adjusted Years of School, Male",Sub-Saharan Africa,Lower middle income,IDA,true,2020,4.538469314575195
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,SGP,Singapore,"Learning-Adjusted Years of School, Female",East Asia & Pacific,High income,,true,2020,12.85526275634766
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,SLV,El Salvador,Harmonized Test Scores,Latin America & Caribbean,Upper middle income,IBRD,true,2020,435.9227600097656
UIS.SF.C.26548,,,,,,,,,,SUR,Suriname,"Asia: Students from Malaysia, both sexes (number)",Latin America & Caribbean,Upper middle income,Blend,true,2021,0.0
UIS.SF.C.26548,,,,,,,,,,TUR,T�rkiye,"Asia: Students from Malaysia, both sexes (number)",Europe & Central Asia,Upper middle income,IBRD,true,2021,282.0
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,UGA,Uganda,Learning-Adjusted Years of School,Sub-Saharan Africa,Low income,IDA,true,2020,4.335872173309326
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,UKR,Ukraine,"Learning-Adjusted Years of School, Female",Europe & Central Asia,Upper middle income,IBRD,true,2020,10.03841304779053
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,URY,Uruguay,Harmonized Test Scores,Latin America & Caribbean,High income,IBRD,true,2020,437.6966247558594
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,VCT,St. Vincent and the Grenadines,"Harmonized Test Scores, Female",Latin America & Caribbean,Upper middle income,Blend,true,2020,396.7874450683594
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,ARE,United Arab Emirates,Harmonized Test Scores,"Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2020,448.0406799316406
UIS.SF.C.26548,,,,,,,,,,ASM,American Samoa,"Asia: Students from Malaysia, both sexes (number)",East Asia & Pacific,High income,,true,2007,0.0
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,ATG,Antigua and Barbuda,"Harmonized Test Scores, Female",Latin America & Caribbean,High income,IBRD,true,2020,417.3804931640625
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,AUS,Australia,"Learning-Adjusted Years of School, Female",East Asia & Pacific,High income,,true,2020,11.32435607910156
UIS.SF.C.26548,,,,,,,,,,BRB,Barbados,"Asia: Students from Malaysia, both sexes (number)",Latin America & Caribbean,High income,IBRD,true,2011,0.0
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,BTN,Bhutan,"Harmonized Test Scores, Male",South Asia,Lower middle income,IDA,true,2020,389.1724853515625
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,CHL,Chile,"Learning-Adjusted Years of School, Male",Latin America & Caribbean,High income,IBRD,true,2020,9.34257698059082
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,COM,Comoros,"Learning-Adjusted Years of School, Female",Sub-Saharan Africa,Lower middle income,IDA,true,2020,5.171871662139893
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,CYP,Cyprus,Harmonized Test Scores,Europe & Central Asia,High income,,true,2020,502.1621704101563
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,CZE,Czechia,Harmonized Test Scores,Europe & Central Asia,High income,,true,2020,512.2216186523438
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,CZE,Czechia,"Learning-Adjusted Years of School, Female",Europe & Central Asia,High income,,true,2020,11.26452732086182
UIS.SF.C.26548,,,,,,,,,,DOM,Dominican Republic,"Asia: Students from Malaysia, both sexes (number)",Latin America & Caribbean,Upper middle income,IBRD,true,2021,0.0
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,ECU,Ecuador,Learning-Adjusted Years of School,Latin America & Caribbean,Upper middle income,IBRD,true,2020,8.696490287780762
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,ESP,Spain,"Harmonized Test Scores, Male",Europe & Central Asia,High income,,true,2020,508.912109375
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,EST,Estonia,"Learning-Adjusted Years of School, Female",Europe & Central Asia,High income,,true,2020,11.85706043243408
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,FSM,"Micronesia, Fed. Sts.","Harmonized Test Scores, Female",East Asia & Pacific,Lower middle income,IDA,true,2020,394.94580078125
UIS.SF.C.26548,,,,,,,,,,GHA,Ghana,"Asia: Students from Malaysia, both sexes (number)",Sub-Saharan Africa,Lower middle income,IDA,true,2022,0.0
UIS.SF.C.26548,,,,,,,,,,GRC,Greece,"Asia: Students from Malaysia, both sexes (number)",Europe & Central Asia,High income,,true,2021,0.0
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,GRD,Grenada,"Harmonized Test Scores, Male",Latin America & Caribbean,Upper middle income,Blend,true,2020,380.2361145019531
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,HKG,"Hong Kong SAR, China","Harmonized Test Scores, Male",East Asia & Pacific,High income,,true,2020,540.5510864257812
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,HRV,Croatia,Learning-Adjusted Years of School,Europe & Central Asia,High income,IBRD,true,2020,10.44616222381592
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,HUN,Hungary,"Learning-Adjusted Years of School, Female",Europe & Central Asia,High income,,true,2020,10.31260204315186
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,IDN,Indonesia,Learning-Adjusted Years of School,East Asia & Pacific,Upper middle income,IBRD,true,2020,7.827768325805664
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,IND,India,"Learning-Adjusted Years of School, Female",South Asia,Lower middle income,IBRD,true,2020,7.158654689788818
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,IRN,"Iran, Islamic Rep.","Learning-Adjusted Years of School, Female","Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,IBRD,true,2020,8.434182167053223
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,JAM,Jamaica,"Learning-Adjusted Years of School, Male",Latin America & Caribbean,Upper middle income,IBRD,true,2020,6.673649311065674
UIS.SF.C.26548,,,,,,,,,,KEN,Kenya,"Asia: Students from Malaysia, both sexes (number)",Sub-Saharan Africa,Lower middle income,Blend,true,2019,2.0
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,KGZ,Kyrgyz Republic,"Learning-Adjusted Years of School, Male",Europe & Central Asia,Lower middle income,IDA,true,2020,8.527624130249023
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,KOR,"Korea, Rep.","Learning-Adjusted Years of School, Male",East Asia & Pacific,High income,,true,2020,11.63965129852295
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,KWT,Kuwait,Harmonized Test Scores,"Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2020,383.4022216796875
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,LAO,Lao PDR,Learning-Adjusted Years of School,East Asia & Pacific,Lower middle income,IDA,true,2020,6.252320766448975
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,LBN,Lebanon,"Learning-Adjusted Years of School, Female","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,true,2017,6.710000038146973
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,LBR,Liberia,Harmonized Test Scores,Sub-Saharan Africa,Low income,IDA,true,2020,331.7459411621094
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,LUX,Luxembourg,Learning-Adjusted Years of School,Europe & Central Asia,High income,,true,2020,9.795577049255373
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,MAC,"Macao SAR, China","Harmonized Test Scores, Male",East Asia & Pacific,High income,,true,2020,557.3229370117188
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,MLI,Mali,"Harmonized Test Scores, Female",Sub-Saharan Africa,Low income,IDA,true,2020,307.4287414550781
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,MNE,Montenegro,"Learning-Adjusted Years of School, Male",Europe & Central Asia,Upper middle income,IBRD,true,2020,8.906672477722168
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,MRT,Mauritania,"Learning-Adjusted Years of School, Female",Sub-Saharan Africa,Lower middle income,IDA,true,2020,4.363420486450195
UIS.SF.C.26548,,,,,,,,,,MRT,Mauritania,"Asia: Students from Malaysia, both sexes (number)",Sub-Saharan Africa,Lower middle income,IDA,true,2020,0.0
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,NGA,Nigeria,"Learning-Adjusted Years of School, Female",Sub-Saharan Africa,Lower middle income,Blend,true,2020,4.983874320983887
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,NIC,Nicaragua,"Learning-Adjusted Years of School, Male",Latin America & Caribbean,Lower middle income,IDA,true,2020,6.541458129882813
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,NZL,New Zealand,"Harmonized Test Scores, Male",East Asia & Pacific,High income,,true,2020,516.80908203125
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,OMN,Oman,"Learning-Adjusted Years of School, Male","Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2020,8.120694160461426
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,PAK,Pakistan,"Harmonized Test Scores, Female","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Blend,true,2020,342.9056091308594
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,PER,Peru,"Learning-Adjusted Years of School, Female",Latin America & Caribbean,Upper middle income,IBRD,true,2020,8.4758939743042
UIS.SF.C.26548,,,,,,,,,,PRK,"Korea, Dem. People's Rep.","Asia: Students from Malaysia, both sexes (number)",East Asia & Pacific,Low income,,true,2009,0.0
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,PRY,Paraguay,Harmonized Test Scores,Latin America & Caribbean,Upper middle income,IBRD,true,2020,385.5442810058594
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,PSE,West Bank and Gaza,"Harmonized Test Scores, Female","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,true,2020,424.4718933105469
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,QAT,Qatar,Learning-Adjusted Years of School,"Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2020,8.778220176696777
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,SAU,Saudi Arabia,"Learning-Adjusted Years of School, Female","Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2020,8.214539527893066
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,SDN,Sudan,"Learning-Adjusted Years of School, Male",Sub-Saharan Africa,Low income,IDA,true,2020,4.28521728515625
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,SLB,Solomon Islands,Learning-Adjusted Years of School,East Asia & Pacific,Lower middle income,IDA,true,2020,4.675106048583984
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,SRB,Serbia,"Harmonized Test Scores, Female",Europe & Central Asia,Upper middle income,IBRD,true,2020,463.9771118164063
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,SWE,Sweden,"Harmonized Test Scores, Female",Europe & Central Asia,High income,,true,2020,526.6359252929688
UIS.SF.C.26548,,,,,,,,,,TCA,Turks and Caicos Islands,"Asia: Students from Malaysia, both sexes (number)",Latin America & Caribbean,High income,,true,2022,0.0
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,TCD,Chad,"Learning-Adjusted Years of School, Female",Sub-Saharan Africa,Low income,IDA,true,2020,2.272399187088013
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,TLS,Timor-Leste,Learning-Adjusted Years of School,East Asia & Pacific,Lower middle income,Blend,true,2020,6.292720794677734
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,TON,Tonga,"Harmonized Test Scores, Male",East Asia & Pacific,Upper middle income,IDA,true,2020,374.7849731445313
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,TUV,Tuvalu,"Harmonized Test Scores, Female",East Asia & Pacific,Upper middle income,IDA,true,2020,361.2981567382813
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,URY,Uruguay,"Harmonized Test Scores, Male",Latin America & Caribbean,High income,IBRD,true,2020,435.8312072753906
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,VCT,St. Vincent and the Grenadines,"Learning-Adjusted Years of School, Male",Latin America & Caribbean,Upper middle income,Blend,true,2020,7.260519981384277
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,WSM,Samoa,Harmonized Test Scores,East Asia & Pacific,Upper middle income,IDA,true,2020,369.9078979492188
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,XKX,Kosovo,Harmonized Test Scores,Europe & Central Asia,Upper middle income,IDA,true,2020,373.5487670898438
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,YEM,"Yemen, Rep.","Harmonized Test Scores, Male","Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA,true,2020,320.7136840820313
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,ZMB,Zambia,Harmonized Test Scores,Sub-Saharan Africa,Lower middle income,IDA,true,2020,358.1404418945313
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,ZMB,Zambia,"Harmonized Test Scores, Female",Sub-Saharan Africa,Lower middle income,IDA,true,2010,336.7949829101563
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,ARG,Argentina,"Harmonized Test Scores, Female",Latin America & Caribbean,Upper middle income,IBRD,true,2020,406.4526672363281
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,ARG,Argentina,"Learning-Adjusted Years of School, Male",Latin America & Caribbean,Upper middle income,IBRD,true,2020,8.332441329956055
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,ARM,Armenia,"Harmonized Test Scores, Male",Europe & Central Asia,Upper middle income,IBRD,true,2020,438.5485229492188
UIS.SF.C.26548,,,,,,,,,,ATG,Antigua and Barbuda,"Asia: Students from Malaysia, both sexes (number)",Latin America & Caribbean,High income,IBRD,true,2012,0.0
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,AUS,Australia,"Learning-Adjusted Years of School, Male",East Asia & Pacific,High income,,true,2020,11.12433910369873
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,AUT,Austria,"Learning-Adjusted Years of School, Male",Europe & Central Asia,High income,,true,2020,10.83462047576904
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,BEL,Belgium,"Learning-Adjusted Years of School, Male",Europe & Central Asia,High income,,true,2020,11.1330623626709
