INDICATOR,name,SEX,URBANIZATION,AGE,COMP_BREAKDOWN_1,INDICATOR_ROOT,UNIT_MEASURE,UNIT_TYPE,INDICATOR_ROOT_NAME,economy,Country name,Indicator name,Region,Income group,Lending category,is_valid,Year,Value
UIS.X.USCONST.1.FSGOV,"Government expenditure on primary education, constant US$ (millions)",_T,_T,_T,_Z,UIS.X.USCONST.1.FSGOV,USD,NUMBER,"Government expenditure on primary education, constant US$ (millions)",BDI,Burundi,"Government expenditure on primary education, constant US$ (millions)",Sub-Saharan Africa,Low income,IDA,true,2013,70.60266876220703
UIS.XSPENDP.23.FDPUB.FNCAP,Capital expenditure as % of total expenditure in secondary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.23.FDPUB.FNCAP,SHARE,NUMBER,Capital expenditure as % of total expenditure in secondary public institutions (%),BDI,Burundi,Capital expenditure as a percentage of total expenditure in secondary public institutions (%),Sub-Saharan Africa,Low income,IDA,true,2013,12.12545013427734
UIS.XSPENDP.23.FDPUB.FNS,All staff compensation as % of total expenditure in secondary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.23.FDPUB.FNS,SHARE,NUMBER,All staff compensation as % of total expenditure in secondary public institutions (%),BDI,Burundi,All staff compensation as a percentage of total expenditure in secondary public institutions (%),Sub-Saharan Africa,Low income,IDA,true,2011,65.35691833496094
UIS.X.USCONST.2T3.FSGOV,"Government expenditure on secondary education, constant US$ (millions)",_T,_T,_T,_Z,UIS.X.USCONST.2T3.FSGOV,USD,NUMBER,"Government expenditure on secondary education, constant US$ (millions)",BEL,Belgium,"Government expenditure on secondary education, constant US$ (millions)",Europe & Central Asia,High income,,true,2020,15410.3466796875
UIS.XSPENDP.3.FDPUB.FNNTS,Non-teaching staff compensation as a percentage of total expenditure in upper secondary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.3.FDPUB.FNNTS,SHARE,NUMBER,Non-teaching staff compensation as a percentage of total expenditure in upper secondary public institutions (%),BEL,Belgium,Non-teaching staff compensation as a percentage of total expenditure in upper secondary public institutions (%),Europe & Central Asia,High income,,true,2020,20.11564064025879
UIS.X.PPP.2.FSGOV,"Government expenditure on lower secondary education, PPP$ (millions)",_T,_T,_T,_Z,UIS.X.PPP.2.FSGOV,PP_CUR,NUMBER,"Government expenditure on lower secondary education, PPP$ (millions)",BEN,Benin,"Government expenditure on lower secondary education, PPP$ (millions)",Sub-Saharan Africa,Lower middle income,IDA,true,2013,172.7376556396484
UIS.X.US.5T8.FSGOV,"Government expenditure on tertiary education, US$ (millions)",_T,_T,_T,_Z,UIS.X.US.5T8.FSGOV,USD,NUMBER,"Government expenditure on tertiary education, US$ (millions)",BEN,Benin,"Government expenditure on tertiary education, US$ (millions)",Sub-Saharan Africa,Lower middle income,IDA,true,2015,80.03414154052734
UIS.XGDP.3.FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),_T,_T,_T,_Z,UIS.XGDP.3.FSGOV,SHARE,NUMBER,Government expenditure on upper secondary education as a percentage of GDP (%),BEN,Benin,Government expenditure on upper secondary education as a percentage of GDP (%),Sub-Saharan Africa,Lower middle income,IDA,true,2013,0.2305199950933456
UIS.XSPENDP.1.FDPUB.FNNTS,Non-teaching staff compensation as a percentage of total expenditure in primary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.1.FDPUB.FNNTS,SHARE,NUMBER,Non-teaching staff compensation as a percentage of total expenditure in primary public institutions (%),BEN,Benin,Non-teaching staff compensation as a percentage of total expenditure in primary public institutions (%),Sub-Saharan Africa,Lower middle income,IDA,true,2015,8.619190216064453
UIS.XSPENDP.56.FDPUB.FNCAP,Capital expenditure as % of total expenditure in tertiary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.56.FDPUB.FNCAP,SHARE,NUMBER,Capital expenditure as % of total expenditure in tertiary public institutions (%),BEN,Benin,Capital expenditure as a percentage of total expenditure in tertiary public institutions (%),Sub-Saharan Africa,Lower middle income,IDA,true,2015,9.959059715270996
UIS.XSPENDP.56.FDPUB.FNCUR,Current expenditure as % of total expenditure in tertiary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.56.FDPUB.FNCUR,SHARE,NUMBER,Current expenditure as % of total expenditure in tertiary public institutions (%),BEN,Benin,Current expenditure as a percentage of total expenditure in tertiary public institutions (%),Sub-Saharan Africa,Lower middle income,IDA,true,2015,90.04093933105469
UIS.X.US.UK.FSGOV,"Government expenditure on education not specified by level, US$ (millions)",_T,_T,_T,_Z,UIS.X.US.UK.FSGOV,USD,NUMBER,"Government expenditure on education not specified by level, US$ (millions)",BFA,Burkina Faso,"Government expenditure on education not specified by level, US$ (millions)",Sub-Saharan Africa,Low income,IDA,true,2016,0.0
UIS.XSPENDP.23.FDPUB.FNNONS,Current expenditure other than staff compensation as % of total expenditure in secondary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.23.FDPUB.FNNONS,SHARE,NUMBER,Current expenditure other than staff compensation as % of total expenditure in secondary public institutions (%),BFA,Burkina Faso,Current expenditure other than staff compensation as a percentage of total expenditure in secondary public institutions (%),Sub-Saharan Africa,Low income,IDA,true,2016,22.98055076599121
UIS.XUNIT.GDPCAP.5T8.FSGOV,Initial government funding per tertiary student as a percentage of GDP per capita,_T,_T,_T,_Z,UIS.XUNIT.GDPCAP.5T8.FSGOV,SHARE,NUMBER,Initial government funding per tertiary student as a percentage of GDP per capita,BFA,Burkina Faso,Initial government funding per tertiary student as a percentage of GDP per capita,Sub-Saharan Africa,Low income,IDA,true,2016,308.2743225097656
UIS.XUNIT.PPPCONST.23.FSGOV,"Initial government funding per secondary student, constant PPP$",_T,_T,_T,_Z,UIS.XUNIT.PPPCONST.23.FSGOV,USD_CONST,NUMBER,"Initial government funding per secondary student, constant PPP$",BFA,Burkina Faso,"Initial government funding per secondary student, constant PPP$",Sub-Saharan Africa,Low income,IDA,true,2016,343.6858825683594
UIS.X.PPPCONST.1.FSGOV,"Government expenditure on primary education, constant PPP$ (millions)",_T,_T,_T,_Z,UIS.X.PPPCONST.1.FSGOV,PP_CUR,NUMBER,"Government expenditure on primary education, constant PPP$ (millions)",BGD,Bangladesh,"Government expenditure on primary education, constant PPP$ (millions)",South Asia,Lower middle income,IDA,true,2012,4588.44384765625
UIS.XSPENDP.1.FDPUB.FNNTS,Non-teaching staff compensation as a percentage of total expenditure in primary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.1.FDPUB.FNNTS,SHARE,NUMBER,Non-teaching staff compensation as a percentage of total expenditure in primary public institutions (%),BGD,Bangladesh,Non-teaching staff compensation as a percentage of total expenditure in primary public institutions (%),South Asia,Lower middle income,IDA,true,2011,14.50356960296631
UIS.XSPENDP.1.FDPUB.FNS,All staff compensation as % of total expenditure in primary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.1.FDPUB.FNS,SHARE,NUMBER,All staff compensation as % of total expenditure in primary public institutions (%),BGD,Bangladesh,All staff compensation as a percentage of total expenditure in primary public institutions (%),South Asia,Lower middle income,IDA,true,2012,97.04425811767578
UIS.XSPENDP.2.FDPUB.FNNTS,Non-teaching staff compensation as a percentage of total expenditure in lower secondary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.2.FDPUB.FNNTS,SHARE,NUMBER,Non-teaching staff compensation as a percentage of total expenditure in lower secondary public institutions (%),BGD,Bangladesh,Non-teaching staff compensation as a percentage of total expenditure in lower secondary public institutions (%),South Asia,Lower middle income,IDA,true,2020,7.004209995269775
UIS.XSPENDP.4.FDPUB.FNCAP,Capital expenditure as % of total expenditure in post-secondary non-tertiary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.4.FDPUB.FNCAP,SHARE,NUMBER,Capital expenditure as % of total expenditure in post-secondary non-tertiary public institutions (%),BGD,Bangladesh,Capital expenditure as a percentage of total expenditure in post-secondary non-tertiary public institutions (%),South Asia,Lower middle income,IDA,true,2020,27.34948921203613
UIS.XSPENDP.FDPUB.FNS,All staff compensation as % of total expenditure in public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.FDPUB.FNS,SHARE,NUMBER,All staff compensation as % of total expenditure in public institutions (%),BGD,Bangladesh,All staff compensation as a percentage of total expenditure in public institutions (%),South Asia,Lower middle income,IDA,true,2019,54.99031066894531
UIS.XUNIT.PPPCONST.2.FSGOV,"Initial government funding per lower secondary student, constant PPP$",_T,_T,_T,_Z,UIS.XUNIT.PPPCONST.2.FSGOV,USD_CONST,NUMBER,"Initial government funding per lower secondary student, constant PPP$",BGD,Bangladesh,"Initial government funding per lower secondary student, constant PPP$",South Asia,Lower middle income,IDA,true,2020,318.0171203613281
UIS.X.PPP.1.FSGOV,"Government expenditure on primary education, PPP$ (millions)",_T,_T,_T,_Z,UIS.X.PPP.1.FSGOV,PP_CUR,NUMBER,"Government expenditure on primary education, PPP$ (millions)",BGR,Bulgaria,"Government expenditure on primary education, PPP$ (millions)",Europe & Central Asia,High income,IBRD,true,2020,1574.393920898438
UIS.X.PPP.4.FSGOV,"Government expenditure on post-secondary non-tertiary education, PPP$ (millions)",_T,_T,_T,_Z,UIS.X.PPP.4.FSGOV,PP_CUR,NUMBER,"Government expenditure on post-secondary non-tertiary education, PPP$ (millions)",BGR,Bulgaria,"Government expenditure on post-secondary non-tertiary education, PPP$ (millions)",Europe & Central Asia,High income,IBRD,true,2020,0.4204899966716766
UIS.X.PPPCONST.2.FSGOV,"Government expenditure on lower secondary education, constant PPP$ (millions)",_T,_T,_T,_Z,UIS.X.PPPCONST.2.FSGOV,PP_CUR,NUMBER,"Government expenditure on lower secondary education, constant PPP$ (millions)",BGR,Bulgaria,"Government expenditure on lower secondary education, constant PPP$ (millions)",Europe & Central Asia,High income,IBRD,true,2020,1597.967163085938
UIS.X.USCONST.2.FSGOV,"Government expenditure on lower secondary education, constant US$ (millions)",_T,_T,_T,_Z,UIS.X.USCONST.2.FSGOV,USD,NUMBER,"Government expenditure on lower secondary education, constant US$ (millions)",BGR,Bulgaria,"Government expenditure on lower secondary education, constant US$ (millions)",Europe & Central Asia,High income,IBRD,true,2020,694.7195434570312
UIS.X.USCONST.4.FSGOV,"Government expenditure on post-secondary non-tertiary education, constant US$ (millions)",_T,_T,_T,_Z,UIS.X.USCONST.4.FSGOV,USD,NUMBER,"Government expenditure on post-secondary non-tertiary education, constant US$ (millions)",BGR,Bulgaria,"Government expenditure on post-secondary non-tertiary education, constant US$ (millions)",Europe & Central Asia,High income,IBRD,true,2020,0.1872200071811676
UIS.XGDP.56.FSGOV,Government expenditure on tertiary education as % of GDP (%),_T,_T,_T,_Z,UIS.XGDP.56.FSGOV,SHARE,NUMBER,Government expenditure on tertiary education as % of GDP (%),BGR,Bulgaria,Government expenditure on tertiary education as a percentage of GDP (%),Europe & Central Asia,High income,IBRD,true,2020,0.8263400197029114
UIS.XSPENDP.2.FDPUB.FNNTS,Non-teaching staff compensation as a percentage of total expenditure in lower secondary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.2.FDPUB.FNNTS,SHARE,NUMBER,Non-teaching staff compensation as a percentage of total expenditure in lower secondary public institutions (%),BGR,Bulgaria,Non-teaching staff compensation as a percentage of total expenditure in lower secondary public institutions (%),Europe & Central Asia,High income,IBRD,true,2020,12.76333999633789
UIS.XSPENDP.56.FDPUB.FNNTS,Non-teaching staff compensation as a percentage of total expenditure in tertiary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.56.FDPUB.FNNTS,SHARE,NUMBER,Non-teaching staff compensation as a percentage of total expenditure in tertiary public institutions (%),BGR,Bulgaria,Non-teaching staff compensation as a percentage of total expenditure in tertiary public institutions (%),Europe & Central Asia,High income,IBRD,true,2020,20.38359069824219
UIS.X.PPP.1.FSGOV,"Government expenditure on primary education, PPP$ (millions)",_T,_T,_T,_Z,UIS.X.PPP.1.FSGOV,PP_CUR,NUMBER,"Government expenditure on primary education, PPP$ (millions)",BHR,Bahrain,"Government expenditure on primary education, PPP$ (millions)","Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2015,551.6112060546875
UIS.X.PPPCONST.02.FSGOV,"Government expenditure on pre-primary education, constant PPP$ (millions)",_T,_T,_T,_Z,UIS.X.PPPCONST.02.FSGOV,PP_CUR,NUMBER,"Government expenditure on pre-primary education, constant PPP$ (millions)",BHR,Bahrain,"Government expenditure on pre-primary education, constant PPP$ (millions)","Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2011,0.0
UIS.X.USCONST.02.FSGOV,"Government expenditure on pre-primary education, constant US$ (millions)",_T,_T,_T,_Z,UIS.X.USCONST.02.FSGOV,USD,NUMBER,"Government expenditure on pre-primary education, constant US$ (millions)",BHR,Bahrain,"Government expenditure on pre-primary education, constant US$ (millions)","Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2011,0.0
UIS.X.PPP.3.FSGOV,"Government expenditure on upper secondary education, PPP$ (millions)",_T,_T,_T,_Z,UIS.X.PPP.3.FSGOV,PP_CUR,NUMBER,"Government expenditure on upper secondary education, PPP$ (millions)",BIH,Bosnia and Herzegovina,"Government expenditure on upper secondary education, PPP$ (millions)",Europe & Central Asia,Upper middle income,IBRD,true,2019,537.8801879882812
UIS.XSPENDP.0.FDPUB.FNCUR,Current expenditure as % of total expenditure in pre-primary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.0.FDPUB.FNCUR,SHARE,NUMBER,Current expenditure as % of total expenditure in pre-primary public institutions (%),BIH,Bosnia and Herzegovina,Current expenditure as a percentage of total expenditure in pre-primary public institutions (%),Europe & Central Asia,Upper middle income,IBRD,true,2018,95.97438049316406
UIS.XSPENDP.0.FDPUB.FNS,All staff compensation as % of total expenditure in pre-primary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.0.FDPUB.FNS,SHARE,NUMBER,All staff compensation as % of total expenditure in pre-primary public institutions (%),BIH,Bosnia and Herzegovina,All staff compensation as a percentage of total expenditure in pre-primary public institutions (%),Europe & Central Asia,Upper middle income,IBRD,true,2018,77.00408935546875
UIS.XSPENDP.1.FDPUB.FNTS,Teaching staff compensation as a percentage of total expenditure in primary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.1.FDPUB.FNTS,SHARE,NUMBER,Teaching staff compensation as a percentage of total expenditure in primary public institutions (%),BIH,Bosnia and Herzegovina,Teaching staff compensation as a percentage of total expenditure in primary public institutions (%),Europe & Central Asia,Upper middle income,IBRD,true,2018,75.1656494140625
UIS.X.USCONST.02.FSGOV,"Government expenditure on pre-primary education, constant US$ (millions)",_T,_T,_T,_Z,UIS.X.USCONST.02.FSGOV,USD,NUMBER,"Government expenditure on pre-primary education, constant US$ (millions)",BLR,Belarus,"Government expenditure on pre-primary education, constant US$ (millions)",Europe & Central Asia,Upper middle income,IBRD,true,2021,771.0247802734375
